"Lat","Lon","Cont","Lat_d","Lon_d"
"21","5","North America",40,15
"22","5","North America",37.5,15
"23","5","North America",35,15
"24","5","North America",32.5,15
"25","5","North America",30,15
"26","5","North America",27.5,15
"27","5","North America",25,15
"29","5","North America",20,15
"30","5","North America",17.5,15
"31","5","North America",15,15
"32","5","North America",12.5,15
"33","5","North America",10,15
"34","5","North America",7.5,15
"35","5","North America",5,15
"36","5","North America",2.5,15
"37","5","North America",0,15
"38","5","North America",-2.5,15
"40","5","North America",-7.5,15
"41","5","North America",-10,15
"40","6","North America",-7.5,18.75
"43","6","North America",-15,18.75
"46","6","North America",-22.5,18.75
"47","6","North America",-25,18.75
"50","6","North America",-32.5,18.75
"51","6","North America",-35,18.75
"52","6","North America",-37.5,18.75
"53","6","North America",-40,18.75
"54","6","North America",-42.5,18.75
"55","6","North America",-45,18.75
"56","6","North America",-47.5,18.75
"57","6","North America",-50,18.75
"58","6","North America",-52.5,18.75
"59","6","North America",-55,18.75
"60","6","North America",-57.5,18.75
"61","6","North America",-60,18.75
"62","6","North America",-62.5,18.75
"60","7","North America",-57.5,22.5
"63","7","North America",-65,22.5
"64","7","North America",-67.5,22.5
"65","7","North America",-70,22.5
"66","7","North America",-72.5,22.5
"67","7","North America",-75,22.5
"68","7","North America",-77.5,22.5
"69","7","North America",-80,22.5
"72","7","North America",-87.5,22.5
"73","7","North America",-90,22.5
"1","8","North America",90,26.25
"2","8","North America",87.5,26.25
"3","8","North America",85,26.25
"4","8","North America",82.5,26.25
"5","8","North America",80,26.25
"6","8","North America",77.5,26.25
"7","8","North America",75,26.25
"8","8","North America",72.5,26.25
"9","8","North America",70,26.25
"10","8","North America",67.5,26.25
"11","8","North America",65,26.25
"8","9","North America",72.5,30
"9","9","North America",70,30
"16","9","North America",52.5,30
"26","9","North America",27.5,30
"27","9","North America",25,30
"28","9","North America",22.5,30
"29","9","North America",20,30
"30","9","North America",17.5,30
"31","9","North America",15,30
"32","9","North America",12.5,30
"33","9","North America",10,30
"34","9","North America",7.5,30
"31","10","North America",15,33.75
"32","10","North America",12.5,33.75
"33","10","North America",10,33.75
"34","10","North America",7.5,33.75
"35","10","North America",5,33.75
"37","10","North America",0,33.75
"38","10","North America",-2.5,33.75
"40","10","North America",-7.5,33.75
"41","10","North America",-10,33.75
"42","10","North America",-12.5,33.75
"43","10","North America",-15,33.75
"44","10","North America",-17.5,33.75
"49","10","North America",-30,33.75
"50","10","North America",-32.5,33.75
"51","10","North America",-35,33.75
"52","10","North America",-37.5,33.75
"53","10","North America",-40,33.75
"54","10","North America",-42.5,33.75
"55","10","North America",-45,33.75
"56","10","North America",-47.5,33.75
"57","10","North America",-50,33.75
"43","11","North America",-15,37.5
"44","11","North America",-17.5,37.5
"45","11","North America",-20,37.5
"46","11","North America",-22.5,37.5
"47","11","North America",-25,37.5
"48","11","North America",-27.5,37.5
"49","11","North America",-30,37.5
"52","11","North America",-37.5,37.5
"53","11","North America",-40,37.5
"54","11","North America",-42.5,37.5
"55","11","North America",-45,37.5
"57","11","North America",-50,37.5
"59","11","North America",-55,37.5
"60","11","North America",-57.5,37.5
"62","11","North America",-62.5,37.5
"64","11","North America",-67.5,37.5
"67","11","North America",-75,37.5
"68","11","North America",-77.5,37.5
"73","11","North America",-90,37.5
"1","12","North America",90,41.25
"2","12","North America",87.5,41.25
"3","12","North America",85,41.25
"4","12","North America",82.5,41.25
"5","12","North America",80,41.25
"6","12","North America",77.5,41.25
"67","12","North America",-75,41.25
"68","12","North America",-77.5,41.25
"69","12","North America",-80,41.25
"70","12","North America",-82.5,41.25
"71","12","North America",-85,41.25
"72","12","North America",-87.5,41.25
"73","12","North America",-90,41.25
"1","13","North America",90,45
"2","13","North America",87.5,45
"3","13","North America",85,45
"4","13","North America",82.5,45
"5","13","North America",80,45
"6","13","North America",77.5,45
"7","13","North America",75,45
"8","13","North America",72.5,45
"9","13","North America",70,45
"10","13","North America",67.5,45
"11","13","North America",65,45
"12","13","North America",62.5,45
"13","13","North America",60,45
"14","13","North America",57.5,45
"17","13","North America",50,45
"18","13","North America",47.5,45
"19","13","North America",45,45
"20","13","North America",42.5,45
"23","13","North America",35,45
"24","13","North America",32.5,45
"25","13","North America",30,45
"26","13","North America",27.5,45
"27","13","North America",25,45
"17","14","North America",50,48.75
"18","14","North America",47.5,48.75
"19","14","North America",45,48.75
"20","14","North America",42.5,48.75
"21","14","North America",40,48.75
"22","14","North America",37.5,48.75
"23","14","North America",35,48.75
"24","14","North America",32.5,48.75
"25","14","North America",30,48.75
"26","14","North America",27.5,48.75
"27","14","North America",25,48.75
"28","14","North America",22.5,48.75
"29","14","North America",20,48.75
"30","14","North America",17.5,48.75
"31","14","North America",15,48.75
"32","14","North America",12.5,48.75
"33","14","North America",10,48.75
"34","14","North America",7.5,48.75
"35","14","North America",5,48.75
"37","14","North America",0,48.75
"41","14","North America",-10,48.75
"42","14","North America",-12.5,48.75
"46","14","North America",-22.5,48.75
"47","14","North America",-25,48.75
"48","14","North America",-27.5,48.75
"39","15","North America",-5,52.5
"40","15","North America",-7.5,52.5
"41","15","North America",-10,52.5
"42","15","North America",-12.5,52.5
"43","15","North America",-15,52.5
"44","15","North America",-17.5,52.5
"45","15","North America",-20,52.5
"46","15","North America",-22.5,52.5
"47","15","North America",-25,52.5
"48","15","North America",-27.5,52.5
"49","15","North America",-30,52.5
"50","15","North America",-32.5,52.5
"51","15","North America",-35,52.5
"52","15","North America",-37.5,52.5
"53","15","North America",-40,52.5
"54","15","North America",-42.5,52.5
"55","15","North America",-45,52.5
"56","15","North America",-47.5,52.5
"57","15","North America",-50,52.5
"62","15","North America",-62.5,52.5
"63","15","North America",-65,52.5
"70","15","North America",-82.5,52.5
"71","15","North America",-85,52.5
"63","16","North America",-65,56.25
"64","16","North America",-67.5,56.25
"69","16","North America",-80,56.25
"70","16","North America",-82.5,56.25
"71","16","North America",-85,56.25
"72","16","North America",-87.5,56.25
"73","16","North America",-90,56.25
"1","17","North America",90,60
"2","17","North America",87.5,60
"3","17","North America",85,60
"4","17","North America",82.5,60
"5","17","North America",80,60
"6","17","North America",77.5,60
"7","17","North America",75,60
"12","17","North America",62.5,60
"13","17","North America",60,60
"15","17","North America",55,60
"20","18","North America",42.5,63.75
"21","18","North America",40,63.75
"22","18","North America",37.5,63.75
"23","18","North America",35,63.75
"24","18","North America",32.5,63.75
"25","18","North America",30,63.75
"26","18","North America",27.5,63.75
"27","18","North America",25,63.75
"28","18","North America",22.5,63.75
"29","18","North America",20,63.75
"30","18","North America",17.5,63.75
"31","18","North America",15,63.75
"36","18","North America",2.5,63.75
"37","18","North America",0,63.75
"38","18","North America",-2.5,63.75
"39","18","North America",-5,63.75
"44","19","North America",-17.5,67.5
"45","19","North America",-20,67.5
"46","19","North America",-22.5,67.5
"47","19","North America",-25,67.5
"48","19","North America",-27.5,67.5
"49","19","North America",-30,67.5
"50","19","North America",-32.5,67.5
"51","19","North America",-35,67.5
"52","19","North America",-37.5,67.5
"53","19","North America",-40,67.5
"54","19","North America",-42.5,67.5
"55","19","North America",-45,67.5
"56","19","North America",-47.5,67.5
"58","19","North America",-52.5,67.5
"59","19","North America",-55,67.5
"60","19","North America",-57.5,67.5
"61","19","North America",-60,67.5
"62","19","North America",-62.5,67.5
"68","20","North America",-77.5,71.25
"69","20","North America",-80,71.25
"70","20","North America",-82.5,71.25
"71","20","North America",-85,71.25
"72","20","North America",-87.5,71.25
"73","20","North America",-90,71.25
"1","21","North America",90,75
"2","21","North America",87.5,75
"3","21","North America",85,75
"4","21","North America",82.5,75
"5","21","North America",80,75
"6","21","North America",77.5,75
"8","21","North America",72.5,75
"9","21","North America",70,75
"10","21","North America",67.5,75
"11","21","North America",65,75
"12","21","North America",62.5,75
"13","21","North America",60,75
"18","22","North America",47.5,78.75
"19","22","North America",45,78.75
"20","22","North America",42.5,78.75
"21","22","North America",40,78.75
"22","22","North America",37.5,78.75
"23","22","North America",35,78.75
"24","22","North America",32.5,78.75
"25","22","North America",30,78.75
"26","22","North America",27.5,78.75
"27","22","North America",25,78.75
"28","22","North America",22.5,78.75
"29","22","North America",20,78.75
"30","22","North America",17.5,78.75
"31","22","North America",15,78.75
"32","22","North America",12.5,78.75
"33","22","North America",10,78.75
"35","22","North America",5,78.75
"36","22","North America",2.5,78.75
"37","22","North America",0,78.75
"42","23","North America",-12.5,82.5
"43","23","North America",-15,82.5
"44","23","North America",-17.5,82.5
"45","23","North America",-20,82.5
"46","23","North America",-22.5,82.5
"47","23","North America",-25,82.5
"48","23","North America",-27.5,82.5
"49","23","North America",-30,82.5
"50","23","North America",-32.5,82.5
"51","23","North America",-35,82.5
"52","23","North America",-37.5,82.5
"53","23","North America",-40,82.5
"54","23","North America",-42.5,82.5
"55","23","North America",-45,82.5
"56","23","North America",-47.5,82.5
"57","23","North America",-50,82.5
"65","24","North America",-70,86.25
"66","24","North America",-72.5,86.25
"67","24","North America",-75,86.25
"68","24","North America",-77.5,86.25
"69","24","North America",-80,86.25
"70","24","North America",-82.5,86.25
"71","24","North America",-85,86.25
"72","24","North America",-87.5,86.25
"73","24","North America",-90,86.25
"1","25","North America",90,90
"2","25","North America",87.5,90
"3","25","North America",85,90
"4","25","North America",82.5,90
"5","25","North America",80,90
"6","25","North America",77.5,90
"7","25","North America",75,90
"15","26","North America",55,93.75
"16","26","North America",52.5,93.75
"17","26","North America",50,93.75
"18","26","North America",47.5,93.75
"19","26","North America",45,93.75
"20","26","North America",42.5,93.75
"21","26","North America",40,93.75
"22","26","North America",37.5,93.75
"23","26","North America",35,93.75
"24","26","North America",32.5,93.75
"25","26","North America",30,93.75
"26","26","North America",27.5,93.75
"27","26","North America",25,93.75
"28","26","North America",22.5,93.75
"38","27","North America",-2.5,97.5
"39","27","North America",-5,97.5
"40","27","North America",-7.5,97.5
"41","27","North America",-10,97.5
"42","27","North America",-12.5,97.5
"43","27","North America",-15,97.5
"44","27","North America",-17.5,97.5
"45","27","North America",-20,97.5
"46","27","North America",-22.5,97.5
"47","27","North America",-25,97.5
"48","27","North America",-27.5,97.5
"49","27","North America",-30,97.5
"50","27","North America",-32.5,97.5
"61","28","North America",-60,101.25
"62","28","North America",-62.5,101.25
"63","28","North America",-65,101.25
"64","28","North America",-67.5,101.25
"65","28","North America",-70,101.25
"66","28","North America",-72.5,101.25
"67","28","North America",-75,101.25
"68","28","North America",-77.5,101.25
"69","28","North America",-80,101.25
"70","28","North America",-82.5,101.25
"71","28","North America",-85,101.25
"72","28","North America",-87.5,101.25
"73","28","North America",-90,101.25
"12","30","North America",62.5,108.75
"13","30","North America",60,108.75
"14","30","North America",57.5,108.75
"15","30","North America",55,108.75
"16","30","North America",52.5,108.75
"17","30","North America",50,108.75
"18","30","North America",47.5,108.75
"19","30","North America",45,108.75
"20","30","North America",42.5,108.75
"21","30","North America",40,108.75
"22","30","North America",37.5,108.75
"36","31","North America",2.5,112.5
"37","31","North America",0,112.5
"38","31","North America",-2.5,112.5
"39","31","North America",-5,112.5
"40","31","North America",-7.5,112.5
"41","31","North America",-10,112.5
"42","31","North America",-12.5,112.5
"43","31","North America",-15,112.5
"44","31","North America",-17.5,112.5
"59","32","North America",-55,116.25
"60","32","North America",-57.5,116.25
"61","32","North America",-60,116.25
"62","32","North America",-62.5,116.25
"63","32","North America",-65,116.25
"64","32","North America",-67.5,116.25
"65","32","North America",-70,116.25
"11","34","North America",65,123.75
"12","34","North America",62.5,123.75
"13","34","North America",60,123.75
"18","34","North America",47.5,123.75
"34","35","North America",7.5,127.5
"35","35","North America",5,127.5
"36","35","North America",2.5,127.5
"58","36","North America",-52.5,131.25
"59","36","North America",-55,131.25
"63","36","North America",-65,131.25
"64","36","North America",-67.5,131.25
"8","38","North America",72.5,138.75
"9","38","North America",70,138.75
"12","38","North America",62.5,138.75
"16","38","North America",52.5,138.75
"32","39","North America",12.5,142.5
"33","39","North America",10,142.5
"34","39","North America",7.5,142.5
"57","40","North America",-50,146.25
"58","40","North America",-52.5,146.25
"59","40","North America",-55,146.25
"9","42","North America",70,153.75
"32","43","North America",12.5,157.5
"56","44","North America",-47.5,161.25
"21","7","Asia",40,22.5
"22","7","Asia",37.5,22.5
"44","8","Asia",-17.5,26.25
"45","8","Asia",-20,26.25
"46","8","Asia",-22.5,26.25
"47","8","Asia",-25,26.25
"63","9","Asia",-65,30
"64","9","Asia",-67.5,30
"65","9","Asia",-70,30
"66","9","Asia",-72.5,30
"67","9","Asia",-75,30
"68","9","Asia",-77.5,30
"69","9","Asia",-80,30
"70","9","Asia",-82.5,30
"5","10","Asia",80,33.75
"9","11","Asia",70,37.5
"11","11","Asia",65,37.5
"12","11","Asia",62.5,37.5
"13","11","Asia",60,37.5
"14","11","Asia",57.5,37.5
"15","11","Asia",55,37.5
"16","11","Asia",52.5,37.5
"17","11","Asia",50,37.5
"18","11","Asia",47.5,37.5
"19","11","Asia",45,37.5
"20","11","Asia",42.5,37.5
"21","11","Asia",40,37.5
"22","11","Asia",37.5,37.5
"23","11","Asia",35,37.5
"24","11","Asia",32.5,37.5
"26","11","Asia",27.5,37.5
"28","11","Asia",22.5,37.5
"29","11","Asia",20,37.5
"30","11","Asia",17.5,37.5
"31","12","Asia",15,41.25
"32","12","Asia",12.5,41.25
"34","12","Asia",7.5,41.25
"35","12","Asia",5,41.25
"36","12","Asia",2.5,41.25
"37","12","Asia",0,41.25
"38","12","Asia",-2.5,41.25
"39","12","Asia",-5,41.25
"40","12","Asia",-7.5,41.25
"41","12","Asia",-10,41.25
"42","12","Asia",-12.5,41.25
"43","12","Asia",-15,41.25
"44","12","Asia",-17.5,41.25
"45","12","Asia",-20,41.25
"46","12","Asia",-22.5,41.25
"47","12","Asia",-25,41.25
"48","12","Asia",-27.5,41.25
"49","12","Asia",-30,41.25
"50","12","Asia",-32.5,41.25
"51","12","Asia",-35,41.25
"52","12","Asia",-37.5,41.25
"53","12","Asia",-40,41.25
"54","12","Asia",-42.5,41.25
"55","12","Asia",-45,41.25
"56","12","Asia",-47.5,41.25
"57","12","Asia",-50,41.25
"58","12","Asia",-52.5,41.25
"60","12","Asia",-57.5,41.25
"61","12","Asia",-60,41.25
"62","12","Asia",-62.5,41.25
"54","13","Asia",-42.5,45
"56","13","Asia",-47.5,45
"57","13","Asia",-50,45
"58","13","Asia",-52.5,45
"59","13","Asia",-55,45
"60","13","Asia",-57.5,45
"61","13","Asia",-60,45
"62","13","Asia",-62.5,45
"63","13","Asia",-65,45
"64","13","Asia",-67.5,45
"65","13","Asia",-70,45
"66","13","Asia",-72.5,45
"67","13","Asia",-75,45
"68","13","Asia",-77.5,45
"69","13","Asia",-80,45
"70","13","Asia",-82.5,45
"71","13","Asia",-85,45
"72","13","Asia",-87.5,45
"73","13","Asia",-90,45
"1","14","Asia",90,48.75
"2","14","Asia",87.5,48.75
"3","14","Asia",85,48.75
"4","14","Asia",82.5,48.75
"5","14","Asia",80,48.75
"6","14","Asia",77.5,48.75
"7","14","Asia",75,48.75
"8","14","Asia",72.5,48.75
"9","14","Asia",70,48.75
"10","14","Asia",67.5,48.75
"11","14","Asia",65,48.75
"3","15","Asia",85,52.5
"4","15","Asia",82.5,52.5
"5","15","Asia",80,52.5
"6","15","Asia",77.5,52.5
"7","15","Asia",75,52.5
"8","15","Asia",72.5,52.5
"9","15","Asia",70,52.5
"10","15","Asia",67.5,52.5
"11","15","Asia",65,52.5
"12","15","Asia",62.5,52.5
"13","15","Asia",60,52.5
"14","15","Asia",57.5,52.5
"15","15","Asia",55,52.5
"16","15","Asia",52.5,52.5
"17","15","Asia",50,52.5
"18","15","Asia",47.5,52.5
"19","15","Asia",45,52.5
"20","15","Asia",42.5,52.5
"21","15","Asia",40,52.5
"22","15","Asia",37.5,52.5
"23","15","Asia",35,52.5
"24","15","Asia",32.5,52.5
"25","15","Asia",30,52.5
"26","15","Asia",27.5,52.5
"27","15","Asia",25,52.5
"28","15","Asia",22.5,52.5
"29","15","Asia",20,52.5
"30","15","Asia",17.5,52.5
"31","15","Asia",15,52.5
"32","15","Asia",12.5,52.5
"33","15","Asia",10,52.5
"34","15","Asia",7.5,52.5
"26","16","Asia",27.5,56.25
"27","16","Asia",25,56.25
"28","16","Asia",22.5,56.25
"29","16","Asia",20,56.25
"30","16","Asia",17.5,56.25
"31","16","Asia",15,56.25
"32","16","Asia",12.5,56.25
"33","16","Asia",10,56.25
"34","16","Asia",7.5,56.25
"35","16","Asia",5,56.25
"36","16","Asia",2.5,56.25
"37","16","Asia",0,56.25
"38","16","Asia",-2.5,56.25
"39","16","Asia",-5,56.25
"40","16","Asia",-7.5,56.25
"41","16","Asia",-10,56.25
"42","16","Asia",-12.5,56.25
"43","16","Asia",-15,56.25
"44","16","Asia",-17.5,56.25
"45","16","Asia",-20,56.25
"46","16","Asia",-22.5,56.25
"47","16","Asia",-25,56.25
"48","16","Asia",-27.5,56.25
"49","16","Asia",-30,56.25
"50","16","Asia",-32.5,56.25
"51","16","Asia",-35,56.25
"53","16","Asia",-40,56.25
"54","16","Asia",-42.5,56.25
"55","16","Asia",-45,56.25
"49","17","Asia",-30,60
"50","17","Asia",-32.5,60
"51","17","Asia",-35,60
"52","17","Asia",-37.5,60
"53","17","Asia",-40,60
"54","17","Asia",-42.5,60
"55","17","Asia",-45,60
"56","17","Asia",-47.5,60
"57","17","Asia",-50,60
"58","17","Asia",-52.5,60
"59","17","Asia",-55,60
"60","17","Asia",-57.5,60
"61","17","Asia",-60,60
"62","17","Asia",-62.5,60
"63","17","Asia",-65,60
"64","17","Asia",-67.5,60
"65","17","Asia",-70,60
"66","17","Asia",-72.5,60
"67","17","Asia",-75,60
"68","17","Asia",-77.5,60
"69","17","Asia",-80,60
"70","17","Asia",-82.5,60
"3","18","Asia",85,63.75
"71","18","Asia",-85,63.75
"72","18","Asia",-87.5,63.75
"73","18","Asia",-90,63.75
"1","19","Asia",90,67.5
"2","19","Asia",87.5,67.5
"3","19","Asia",85,67.5
"4","19","Asia",82.5,67.5
"5","19","Asia",80,67.5
"6","19","Asia",77.5,67.5
"7","19","Asia",75,67.5
"8","19","Asia",72.5,67.5
"9","19","Asia",70,67.5
"10","19","Asia",67.5,67.5
"11","19","Asia",65,67.5
"12","19","Asia",62.5,67.5
"13","19","Asia",60,67.5
"14","19","Asia",57.5,67.5
"15","19","Asia",55,67.5
"16","19","Asia",52.5,67.5
"17","19","Asia",50,67.5
"18","19","Asia",47.5,67.5
"19","19","Asia",45,67.5
"25","19","Asia",30,67.5
"26","19","Asia",27.5,67.5
"22","20","Asia",37.5,71.25
"23","20","Asia",35,71.25
"24","20","Asia",32.5,71.25
"25","20","Asia",30,71.25
"26","20","Asia",27.5,71.25
"27","20","Asia",25,71.25
"28","20","Asia",22.5,71.25
"29","20","Asia",20,71.25
"30","20","Asia",17.5,71.25
"31","20","Asia",15,71.25
"32","20","Asia",12.5,71.25
"33","20","Asia",10,71.25
"34","20","Asia",7.5,71.25
"35","20","Asia",5,71.25
"36","20","Asia",2.5,71.25
"37","20","Asia",0,71.25
"38","20","Asia",-2.5,71.25
"39","20","Asia",-5,71.25
"40","20","Asia",-7.5,71.25
"41","20","Asia",-10,71.25
"48","20","Asia",-27.5,71.25
"45","21","Asia",-20,75
"46","21","Asia",-22.5,75
"47","21","Asia",-25,75
"48","21","Asia",-27.5,75
"49","21","Asia",-30,75
"50","21","Asia",-32.5,75
"51","21","Asia",-35,75
"52","21","Asia",-37.5,75
"53","21","Asia",-40,75
"54","21","Asia",-42.5,75
"55","21","Asia",-45,75
"56","21","Asia",-47.5,75
"57","21","Asia",-50,75
"58","21","Asia",-52.5,75
"59","21","Asia",-55,75
"60","21","Asia",-57.5,75
"61","21","Asia",-60,75
"62","21","Asia",-62.5,75
"63","21","Asia",-65,75
"64","21","Asia",-67.5,75
"65","21","Asia",-70,75
"66","21","Asia",-72.5,75
"65","22","Asia",-70,78.75
"66","22","Asia",-72.5,78.75
"67","22","Asia",-75,78.75
"68","22","Asia",-77.5,78.75
"69","22","Asia",-80,78.75
"70","22","Asia",-82.5,78.75
"71","22","Asia",-85,78.75
"72","22","Asia",-87.5,78.75
"73","22","Asia",-90,78.75
"1","23","Asia",90,82.5
"2","23","Asia",87.5,82.5
"3","23","Asia",85,82.5
"4","23","Asia",82.5,82.5
"5","23","Asia",80,82.5
"6","23","Asia",77.5,82.5
"7","23","Asia",75,82.5
"8","23","Asia",72.5,82.5
"9","23","Asia",70,82.5
"10","23","Asia",67.5,82.5
"11","23","Asia",65,82.5
"12","23","Asia",62.5,82.5
"13","23","Asia",60,82.5
"14","23","Asia",57.5,82.5
"15","23","Asia",55,82.5
"15","24","Asia",55,86.25
"16","24","Asia",52.5,86.25
"17","24","Asia",50,86.25
"18","24","Asia",47.5,86.25
"19","24","Asia",45,86.25
"20","24","Asia",42.5,86.25
"21","24","Asia",40,86.25
"22","24","Asia",37.5,86.25
"23","24","Asia",35,86.25
"24","24","Asia",32.5,86.25
"25","24","Asia",30,86.25
"26","24","Asia",27.5,86.25
"27","24","Asia",25,86.25
"28","24","Asia",22.5,86.25
"29","24","Asia",20,86.25
"30","24","Asia",17.5,86.25
"31","24","Asia",15,86.25
"32","24","Asia",12.5,86.25
"33","24","Asia",10,86.25
"34","24","Asia",7.5,86.25
"35","24","Asia",5,86.25
"36","24","Asia",2.5,86.25
"37","24","Asia",0,86.25
"38","24","Asia",-2.5,86.25
"42","24","Asia",-12.5,86.25
"38","25","Asia",-2.5,90
"39","25","Asia",-5,90
"40","25","Asia",-7.5,90
"41","25","Asia",-10,90
"42","25","Asia",-12.5,90
"43","25","Asia",-15,90
"44","25","Asia",-17.5,90
"45","25","Asia",-20,90
"46","25","Asia",-22.5,90
"47","25","Asia",-25,90
"48","25","Asia",-27.5,90
"49","25","Asia",-30,90
"50","25","Asia",-32.5,90
"51","25","Asia",-35,90
"52","25","Asia",-37.5,90
"53","25","Asia",-40,90
"54","25","Asia",-42.5,90
"55","25","Asia",-45,90
"56","25","Asia",-47.5,90
"57","25","Asia",-50,90
"58","25","Asia",-52.5,90
"59","25","Asia",-55,90
"60","25","Asia",-57.5,90
"59","26","Asia",-55,93.75
"61","26","Asia",-60,93.75
"62","26","Asia",-62.5,93.75
"63","26","Asia",-65,93.75
"64","26","Asia",-67.5,93.75
"65","26","Asia",-70,93.75
"66","26","Asia",-72.5,93.75
"67","26","Asia",-75,93.75
"68","26","Asia",-77.5,93.75
"69","26","Asia",-80,93.75
"70","26","Asia",-82.5,93.75
"71","26","Asia",-85,93.75
"72","26","Asia",-87.5,93.75
"73","26","Asia",-90,93.75
"1","27","Asia",90,97.5
"2","27","Asia",87.5,97.5
"3","27","Asia",85,97.5
"4","27","Asia",82.5,97.5
"5","27","Asia",80,97.5
"6","27","Asia",77.5,97.5
"7","27","Asia",75,97.5
"8","27","Asia",72.5,97.5
"9","27","Asia",70,97.5
"12","27","Asia",62.5,97.5
"5","28","Asia",80,101.25
"6","28","Asia",77.5,101.25
"7","28","Asia",75,101.25
"8","28","Asia",72.5,101.25
"9","28","Asia",70,101.25
"10","28","Asia",67.5,101.25
"11","28","Asia",65,101.25
"12","28","Asia",62.5,101.25
"13","28","Asia",60,101.25
"14","28","Asia",57.5,101.25
"15","28","Asia",55,101.25
"16","28","Asia",52.5,101.25
"17","28","Asia",50,101.25
"18","28","Asia",47.5,101.25
"19","28","Asia",45,101.25
"20","28","Asia",42.5,101.25
"21","28","Asia",40,101.25
"22","28","Asia",37.5,101.25
"23","28","Asia",35,101.25
"24","28","Asia",32.5,101.25
"25","28","Asia",30,101.25
"26","28","Asia",27.5,101.25
"27","28","Asia",25,101.25
"28","28","Asia",22.5,101.25
"29","28","Asia",20,101.25
"30","28","Asia",17.5,101.25
"31","28","Asia",15,101.25
"35","28","Asia",5,101.25
"29","29","Asia",20,105
"30","29","Asia",17.5,105
"31","29","Asia",15,105
"32","29","Asia",12.5,105
